score	location
"[[ 0.44473937  0.44473937  0.10836646  0.10836646  0.03858867  0.03858867
  -0.02314086 -0.02314086 -0.0789704  -0.0854218 ]
 [ 0.34691495  0.3113576   0.06148731  0.05843969 -0.04926868 -0.04926868
  -1.         -1.         -1.         -1.        ]
 [ 0.34731187  0.32821418  0.27563778  0.27040124  0.23893423  0.17736834
   0.03645688  0.00693897 -0.05973276 -0.05973276]
 [ 0.1310683   0.1310683   0.03167075  0.02678592 -0.07815363 -0.07815363
  -1.         -1.         -1.         -1.        ]
 [ 0.3052485   0.3052485   0.16072398  0.16072398  0.15096499  0.14972895
   0.0183801   0.0183801  -0.00211948 -0.02448036]
 [ 0.19657988  0.08741628  0.05942957  0.03856751  0.00465841 -0.00790108
  -0.04729459 -0.04729459 -1.         -1.        ]
 [ 0.1765563   0.1765563   0.104699    0.104699    0.06016678  0.06016678
   0.02044414  0.02044414 -0.03417265 -0.03417265]
 [ 0.3281788   0.3281788  -0.0434759  -0.05272837 -0.06983451 -0.08826674
  -1.         -1.         -1.         -1.        ]
 [ 0.06961317  0.0509524   0.04947918  0.0060758  -0.0232161  -0.0232161
  -1.         -1.         -1.         -1.        ]
 [ 0.2836906   0.28049348  0.24522288  0.20446155  0.17713189  0.17713189
   0.10864719  0.10453358  0.02913435  0.02913435]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.5985326   0.5960991   0.2331457   0.22503612  0.22503612  0.22476858
   0.17055339  0.17055339  0.14971393  0.14971393]
 [ 0.26152583  0.25242875  0.21645787  0.20361863  0.20112931  0.17596918
   0.1651053   0.1456007   0.13703872  0.13677778]
 [ 0.37510596  0.27537716 -0.00110878 -0.00110878 -0.0216372  -0.03710467
  -1.         -1.         -1.         -1.        ]
 [ 0.07498287  0.07498287  0.0190829   0.00660771  0.00184918 -0.00472073
  -0.00472073 -0.01434879 -0.01751416 -0.01973197]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.30747241  0.30672192  0.036768    0.02880198  0.01638961 -0.0141598
  -0.0141598  -0.01708691 -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	16.0
"[[ 5.32213224e-01  5.32213224e-01  2.09705805e-01  2.09705805e-01
   7.50523045e-02  7.50523045e-02  3.45251196e-02  3.45251196e-02
   1.50035053e-02  1.50035053e-02]
 [ 3.73463994e-01  3.73463994e-01  1.26234255e-01  1.26234255e-01
   9.35794834e-02  5.50779815e-02  1.92534654e-04  1.92534654e-04
  -7.30365127e-02 -7.30365127e-02]
 [ 4.43652311e-01  4.35258565e-01  3.25350116e-01  2.95980913e-01
   9.93853393e-02  4.61450230e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 6.52044306e-01  6.52044306e-01  5.15348691e-01  5.12288646e-01
   1.23471574e-01  1.22431578e-01  3.53609038e-02  3.53609038e-02
  -1.00000000e+00 -1.00000000e+00]
 [ 6.35962149e-01  6.35962149e-01  2.44391072e-01  2.44391072e-01
   1.84522891e-01  1.84522891e-01  1.01796577e-01  1.01796577e-01
  -7.24500624e-03 -7.24500624e-03]
 [ 3.71681220e-01  3.71681220e-01  6.53132843e-02  2.76919270e-02
  -4.00021039e-02 -4.00021039e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 5.37149621e-01  5.37149621e-01  6.61239111e-02  6.48790915e-02
   5.91157946e-02  1.01368117e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.65723083e-01  2.62074262e-01 -4.98468176e-02 -6.42691814e-02
  -6.42691814e-02 -6.87492024e-02 -1.39987760e-01 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 7.56624170e-01  7.40643656e-01  3.20612082e-01  1.56602246e-01
   6.60888018e-02  4.69145984e-02  4.69145984e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.47445737e-01  4.47445737e-01  1.32679172e-01  1.32679172e-01
   1.08158113e-03  1.08158113e-03 -9.39893996e-04 -1.01946999e-01
  -1.00000000e+00 -1.00000000e+00]
 [ 6.35962149e-01  6.35962149e-01  2.44391072e-01  2.44391072e-01
   1.84522891e-01  1.84522891e-01  1.01796577e-01  1.01796577e-01
  -7.24500624e-03 -7.24500624e-03]
 [ 5.92161094e-01  5.92161094e-01  3.50358472e-01  3.50358472e-01
   7.91819860e-02 -1.69894510e-02 -1.69894510e-02 -6.67468499e-02
  -7.20255127e-02 -1.12605103e-01]
 [ 3.49781430e-01  2.86968519e-01  3.03237890e-02  3.03237890e-02
  -6.85643272e-02 -1.38874591e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.81515779e-02  3.81515779e-02 -7.30949690e-03 -7.30949690e-03
  -9.45616302e-03 -1.81802138e-02 -1.96130594e-02 -2.33007515e-02
  -2.33007515e-02 -2.85865419e-02]
 [ 2.41873404e-01  2.41873404e-01  6.90431639e-02  4.77410648e-02
  -7.31920184e-02 -7.31920184e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.80866467e-01  2.69392985e-01 -5.06313509e-02 -5.27667270e-02
  -6.19034893e-02 -6.78136265e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"	16.0
"[[ 1.47211680e-01  1.29655593e-01  1.23940815e-01  6.68731620e-02
   6.55255609e-02  4.39230126e-02  3.59810589e-02  2.69332012e-02
   2.68660237e-02  1.95001443e-02]
 [-5.76772761e-02 -6.24204020e-02 -9.10702161e-02 -9.93934527e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 9.40328289e-02  9.40328289e-02 -1.99438977e-02 -7.29512927e-02
  -8.04806470e-02 -1.01642963e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.88189618e-01  1.57954472e-01  3.30782680e-02  8.25779427e-03
  -1.07255861e-01 -1.07255861e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.76436196e-01  3.76436196e-01  1.82651249e-01  1.68724153e-01
   1.43917353e-01  3.29544166e-03  3.29544166e-03 -3.20237064e-02
  -5.88080241e-02 -5.88080241e-02]
 [ 9.40328289e-02  9.40328289e-02 -1.99438977e-02 -7.29512927e-02
  -8.04806470e-02 -1.01642963e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.30891546e-01  8.56196560e-02  3.66025384e-02  1.76417529e-03
  -1.07685801e-02 -1.15739064e-01 -1.15739064e-01 -1.27516152e-01
  -1.27516152e-01 -1.72444653e-01]
 [ 3.46568168e-01  3.46568168e-01  2.88524535e-01  2.28753110e-01
   2.26127631e-01  2.26127631e-01  2.16435505e-01  2.11172862e-01
   2.08568619e-01  2.06895239e-01]
 [ 3.64973569e-01  3.51083444e-01  2.42437171e-01  2.42437171e-01
   1.16595397e-03  1.16595397e-03  6.59638447e-04  6.59638447e-04
  -7.46894589e-02 -7.46894589e-02]
 [ 9.40328289e-02  9.40328289e-02 -1.99438977e-02 -7.29512927e-02
  -8.04806470e-02 -1.01642963e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.16057613e-01  3.46814955e-01  2.80463112e-01  6.63835233e-02
   6.63835233e-02 -6.32996057e-02 -9.43983113e-02 -1.12497191e-01
  -1.12497191e-01 -1.00000000e+00]
 [ 2.13835739e-01  1.24260247e-01  1.17133648e-01  5.01658441e-02
   4.67100436e-02  3.77285899e-02 -2.14854013e-02 -2.14854013e-02
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 6.19048599e-01  6.19048599e-01  3.69909956e-01  3.69909956e-01
   2.05722092e-01  2.05722092e-01  2.01319218e-01  2.01319218e-01
   1.08121148e-01  9.66755789e-02]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.98786443e-01  1.98786443e-01  1.59170826e-01  1.49305846e-01
   8.23483880e-02  4.92083319e-02  3.59863096e-02  2.92685483e-02
   2.84467149e-02  2.72084428e-02]
 [ 7.99232943e-02  7.99232943e-02  5.48763692e-02  5.48763692e-02
  -5.95057768e-02 -9.15599072e-02 -9.77355752e-02 -9.77355752e-02
  -1.00000000e+00 -1.00000000e+00]
 [ 4.57941850e-01  4.57941850e-01  1.43405408e-01  1.40796396e-01
  -1.12612882e-01 -1.12612882e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.98214465e-01  4.98214465e-01  1.79985179e-01 -8.51648780e-02
  -8.51648780e-02 -1.24426367e-01 -1.24426367e-01 -1.52524229e-01
  -1.57151609e-01 -1.73896500e-01]
 [ 9.40328289e-02  9.40328289e-02 -1.99438977e-02 -7.29512927e-02
  -8.04806470e-02 -1.01642963e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.76513856e-01  2.54296514e-01  2.33815053e-02 -1.99207515e-02
  -2.24110197e-02 -2.24110197e-02 -3.27239621e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"	22.0
"[[ 0.42681978  0.42681978  0.11651128  0.11651128  0.07288485  0.07288485
  -0.06623657 -0.06623657 -0.0763645  -0.0763645 ]
 [ 0.19410151  0.17750679 -0.0463027  -0.0463027  -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.19857297  0.19857297 -0.03780619 -0.04036583 -0.05997136 -0.06600214
  -0.06600214 -1.         -1.         -1.        ]
 [ 0.42681978  0.42681978  0.11651128  0.11651128  0.07288485  0.07288485
  -0.06623657 -0.06623657 -0.0763645  -0.0763645 ]
 [ 0.32458645  0.24772316  0.18788417  0.12777746  0.08181567 -1.
  -1.         -1.         -1.         -1.        ]
 [-0.03131632 -0.0773209  -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.13682568  0.04643306  0.03642743  0.02709761 -0.11252118 -0.11252118
  -1.         -1.         -1.         -1.        ]
 [-0.05729809 -0.05729809 -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.41434006  0.41434006  0.00845761  0.00845761  0.00130028  0.00130028
  -0.04449144 -0.04449144 -0.12172455 -0.12172455]
 [ 0.41297471  0.41297471 -0.00645643 -0.08539897 -0.10601996 -0.10601996
  -1.         -1.         -1.         -1.        ]
 [ 0.27303742  0.26377066 -0.09436236 -0.09436236 -0.09930328 -0.15676286
  -1.         -1.         -1.         -1.        ]
 [ 0.55650237  0.54351406  0.49583362  0.37421703  0.37096392  0.25222105
  -0.01425459 -0.03938003 -0.0554714  -0.0554714 ]
 [ 0.3204472   0.25748943  0.24099429  0.20726912  0.14647101 -0.03148171
  -0.03148171 -0.04128676 -0.04128676 -0.06627883]
 [ 0.36030411  0.36030411  0.04845873 -0.06362493 -0.07412021 -0.07412021
  -1.         -1.         -1.         -1.        ]
 [ 0.33669343  0.3253599  -0.0428502  -0.0428502  -0.07242991 -0.17061849
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	14.0
"[[ 0.31057425  0.22806038  0.15731139  0.13176149  0.10671421  0.08125913
   0.03708084  0.02456617  0.00597721 -0.0061536 ]
 [ 0.29505372  0.29505372 -0.01036163 -0.01036163 -0.06486134 -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.24540208  0.22833626  0.11589534 -0.0130601  -0.02725831 -0.02798534
  -0.02798534 -0.03631195 -0.03744712 -1.        ]
 [ 0.34371119  0.30645112  0.03854528  0.03789558  0.01227685 -0.00162227
  -0.00162227 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.09645083  0.09040452 -0.00310495 -0.02186075 -0.03908355 -0.03908355
  -1.         -1.         -1.         -1.        ]
 [ 0.02080352  0.01075408 -0.00103746 -0.00236582 -0.00236582 -0.02087587
  -0.02133749 -0.03738946 -0.0660924  -0.10133961]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	2.0
"[[ 0.32648983  0.27508561  0.12159726  0.11520171 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.36840511  0.36840511  0.00175647 -0.03619446 -0.05000117 -0.05884291
  -1.         -1.         -1.         -1.        ]
 [ 0.47804239  0.45706656  0.20635304  0.20635304  0.161339    0.13759621
   0.00650587  0.00650587 -1.         -1.        ]
 [ 0.25022053  0.25022053  0.09610244  0.08426059  0.07887228  0.07887228
   0.07365716  0.06670725  0.04373552  0.04019618]
 [ 0.36840511  0.36840511  0.00175647 -0.03619446 -0.05000117 -0.05884291
  -1.         -1.         -1.         -1.        ]
 [ 0.64701927  0.6360705   0.5861013   0.57397102  0.02615977  0.01286173
  -1.         -1.         -1.         -1.        ]
 [ 0.51453467  0.37852931  0.32691427  0.32691427  0.30565843  0.2711111
   0.2711111   0.18469853  0.18469853  0.171438  ]
 [ 0.36840511  0.36840511  0.00175647 -0.03619446 -0.05000117 -0.05884291
  -1.         -1.         -1.         -1.        ]
 [ 0.66935896  0.64408632  0.34165806  0.33997127  0.32037405  0.29435577
  -0.0151934  -0.0151934  -1.         -1.        ]
 [ 0.26608061  0.24182451  0.10855306  0.08471825  0.07989299  0.07039507
   0.06751773 -0.01432656 -0.01432656 -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	9.0
"[[ 0.20844887  0.20844887  0.04541272  0.02234404  0.01701061 -0.01966704
  -1.         -1.         -1.         -1.        ]
 [ 0.25849442  0.25849442  0.10208919  0.07100652 -0.06390713 -0.06974999
  -1.         -1.         -1.         -1.        ]
 [ 0.35670794  0.35670794  0.31985623  0.25727782  0.25248735  0.25248735
   0.24839568  0.24839568  0.24454477  0.23787625]
 [ 0.38187347  0.18492207  0.1702821   0.10170069  0.06192554  0.05254971
   0.05254971  0.04288295  0.03398219  0.0244114 ]
 [ 0.25206155  0.0730468   0.0730468   0.02627639  0.02627639 -0.10265881
  -0.10265881 -1.         -1.         -1.        ]
 [ 0.2798357   0.2798357   0.18707474  0.16471375  0.164018    0.10159252
  -1.         -1.         -1.         -1.        ]
 [ 0.28203007  0.19652306  0.18984085 -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.38187347  0.18492207  0.1702821   0.10170069  0.06192554  0.05254971
   0.05254971  0.04288295  0.03398219  0.0244114 ]
 [ 0.42481947  0.42481947  0.23588332  0.23588332  0.13161463  0.13161463
   0.08181265  0.08181265  0.08174234  0.08174234]
 [ 0.30147342  0.29031556 -0.02502798 -0.0510786  -0.10275374 -0.10275374
  -1.         -1.         -1.         -1.        ]
 [ 0.40511448  0.40511448  0.23308574  0.23292378  0.06363343  0.0574128
   0.0424597   0.03926481  0.03926481  0.03505526]
 [ 0.22757337  0.22757337  0.18990521  0.18990521  0.12696208  0.12696208
   0.02629943 -0.00947708 -0.05398782 -0.12031902]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	12.0
"[[-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.19940633e-01  1.69396892e-01  1.69396892e-01  1.44032346e-01
   1.44032346e-01  1.34952410e-01  3.85855625e-02  3.59483910e-02
  -2.69922696e-02 -3.95834577e-02]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 5.59328625e-01  4.94198326e-01  3.17082099e-01  1.81423573e-01
   8.64983141e-02 -1.58065335e-02 -1.58065335e-02 -7.52368418e-02
  -7.76357243e-02 -1.00000000e+00]
 [ 1.92216191e-01  1.92216191e-01  4.18886259e-02  4.18886259e-02
   2.89435191e-02 -1.73756873e-02 -4.99288900e-02 -4.99288900e-02
  -1.00000000e+00 -1.00000000e+00]
 [ 1.70478767e-01  1.69019262e-01  1.68441950e-01  1.52601080e-01
   1.23908726e-01  9.22792128e-02  5.27507757e-02 -1.15920429e-03
  -1.15920429e-03 -9.26890248e-02]
 [ 4.39459359e-01  4.39459359e-01  3.13556108e-03  3.13556108e-03
  -7.59810334e-04 -1.19213527e-03 -1.19213527e-03 -1.24106964e-03
  -7.35005264e-03 -1.70012061e-02]
 [ 3.25086594e-01  3.03927164e-01  2.89048749e-01  1.05356453e-01
   1.05356453e-01 -7.57794671e-02 -7.57794671e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"	6.0
"[[ 0.41210138  0.32457267  0.12590358  0.10769588 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.44769179  0.38984183  0.33680954  0.33680954  0.27352568  0.23160933
   0.21577873  0.20429655  0.20429655  0.19368194]
 [ 0.6010205   0.6010205   0.31799017  0.26574222  0.22729986  0.0236166
   0.0236166  -1.         -1.         -1.        ]
 [ 0.56194605  0.56194605  0.02526552  0.02236645  0.02027848  0.01026289
  -0.00318499 -0.00523503 -0.01174832 -0.01493055]
 [ 0.48455011  0.48455011  0.097261    0.08215548  0.06219798  0.02008996
  -1.         -1.         -1.         -1.        ]
 [ 0.38062687  0.36195886  0.2063477   0.02608818  0.02608818  0.01735648
   0.01433681 -1.         -1.         -1.        ]
 [ 0.47833316  0.46950348  0.29163639  0.27501376  0.18862591  0.17136421
   0.01467917  0.01467917 -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	6.0
"[[ 0.33723154  0.33723154  0.27325242  0.24186566  0.19491385  0.18942918
   0.05081974  0.05081974 -1.         -1.        ]
 [ 0.42637858  0.42637858  0.34163561  0.30155671  0.16102138  0.14790088
   0.11235242  0.04978155  0.04407088  0.03046058]
 [ 0.38894148  0.29746313  0.29502413  0.2795436   0.20328415  0.09037874
   0.09037874 -1.         -1.         -1.        ]
 [ 0.24537793  0.24537793  0.21795061  0.21705844  0.11933062  0.11933062
  -1.         -1.         -1.         -1.        ]
 [ 0.24574921  0.24574921 -0.01108474 -0.02755849 -0.04765809 -0.05505977
  -1.         -1.         -1.         -1.        ]
 [ 0.29389043  0.29000023  0.17964817  0.09676201  0.02971543  0.02971543
  -1.         -1.         -1.         -1.        ]
 [ 0.36975608  0.29726673  0.19277315  0.17098425  0.13797892 -0.00275015
  -0.00275015 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.40729859  0.40729859  0.13903017  0.13670754  0.05800226  0.05800226
  -0.03324876 -0.03324876 -1.         -1.        ]
 [ 0.32584845  0.32584845  0.0560955   0.0560955   0.00523028  0.00523028
  -0.01827991 -0.01827991 -0.03272021 -0.04300529]
 [ 0.26031395  0.25559107  0.03196967  0.027781    0.01770887  0.01652028
   0.01652028 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	11.0
"[[ 0.0855439   0.0855439   0.02133399  0.02133399  0.00407036  0.00401562
  -0.00897549 -0.00897549 -0.05782884 -0.05782884]
 [ 0.40947578  0.37706063  0.07018807  0.04309057 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.12344663  0.12344663  0.07873898  0.07873898  0.05860897  0.01945525
   0.01945525 -0.00285018 -0.00285018 -0.02123378]
 [ 0.35006521  0.34005915  0.01206625  0.00981313 -0.01637034 -0.01637034
  -0.06718035 -0.06718035 -1.         -1.        ]
 [ 0.4036476   0.39043168  0.29768467 -0.0345234  -0.0345234  -0.05083122
  -0.06057123 -0.11216714 -0.11216714 -0.21038462]
 [-0.08698921 -0.08698921 -0.08885147 -0.08885147 -0.18166806 -0.18166806
  -1.         -1.         -1.         -1.        ]
 [ 0.19668326  0.17346971 -0.06838459 -0.06838459 -0.07274014 -0.09003924
  -1.         -1.         -1.         -1.        ]
 [ 0.07039122 -0.0023614  -0.02191612 -0.03962495 -0.0654804  -0.06935045
  -0.10299677 -0.13278837 -0.13496631 -1.        ]
 [ 0.01276538 -0.00144805 -0.02998744 -0.03199039 -0.03199039 -0.04062511
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	8.0
"[[ 2.36226866e-02  2.36226866e-02 -1.02346565e-01 -1.25196382e-01
  -1.30622652e-01 -1.36899260e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.19690970e-01  2.03044035e-01  2.95089148e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.13931205e-01  1.09052701e-01  5.84750695e-02  5.53420716e-02
  -7.16355886e-02 -7.43437208e-02 -1.03919205e-01 -1.23722728e-01
  -1.00000000e+00 -1.00000000e+00]
 [-1.57940049e-02 -1.57940049e-02 -7.44222015e-02 -7.44222015e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.57676354e-02  3.57676354e-02  2.10626745e-02  2.10626745e-02
   4.11081606e-04  4.11081606e-04 -7.28812930e-02 -7.28812930e-02
  -1.02989401e-01 -1.02989401e-01]
 [ 1.78736669e-02  1.63862571e-02 -6.49531540e-03 -6.49531540e-03
  -9.86978293e-02 -1.03732734e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.16815885e-01  1.04439750e-01  1.01951027e-01  9.54439852e-02
   8.54968688e-02 -7.12009566e-03 -7.12009566e-03 -4.59674578e-02
  -8.87701842e-02 -1.03045266e-01]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.82651595e-02  3.82651595e-02  3.32239832e-02 -2.21362765e-02
  -2.71987494e-02 -6.41701990e-02 -7.93552183e-02 -9.67536921e-02
  -1.44260611e-01 -1.44260611e-01]
 [ 2.43831778e-01  2.31531809e-01  2.01855686e-01  1.79041072e-01
   1.53429730e-01  1.53429730e-01  1.07781204e-01  1.07781204e-01
   9.92664253e-02  9.92664253e-02]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"	9.0
"[[ 0.31453607 -0.00781065 -0.05015706 -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.41873188  0.41873188  0.09015458  0.09015458  0.06265552  0.06265552
  -0.07003824 -0.07003824 -0.1208285  -0.1208285 ]
 [ 0.72612321  0.71454701  0.58146266  0.58146266  0.06220565  0.06220565
  -1.         -1.         -1.         -1.        ]
 [ 0.39470861  0.39470861  0.15155051 -0.02037573 -0.02523043 -0.06680153
  -0.06680153 -0.11718457 -0.12279217 -0.12885695]
 [ 0.43323948  0.36064083  0.05475519 -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.42285734  0.28248827  0.1215226  -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.46696965  0.46696965  0.33187334  0.1165968   0.1165968  -0.07257398
  -0.07698654 -0.14278459 -0.14278459 -0.18569069]
 [ 0.34111226  0.34111226  0.07063145  0.07063145 -0.05214899 -0.08460474
  -0.08557804 -0.08557804 -0.16628607 -0.17153931]
 [ 0.25574257  0.25574257  0.05330139 -0.00490456 -0.0133298  -0.02749826
  -1.         -1.         -1.         -1.        ]
 [ 0.7481401   0.72603771  0.20009879  0.18224513 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.17150594  0.16346348  0.16346348  0.12926975  0.03667634  0.03260926
   0.02858426 -0.01634833 -0.09958018 -0.11476591]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	10.0
