location	score
26.0	"[[ 0.47624303  0.39357989  0.24790038  0.06624752  0.05382834  0.03591548
   0.00953776  0.00405155  0.00343793 -0.00127024]
 [ 0.38031342  0.38005537 -0.03550607 -0.05116681 -0.05528891 -0.05528891
  -0.14700247 -0.14700247 -1.         -1.        ]
 [ 0.29609766  0.29609766 -0.07570618 -0.08097942 -0.14838459 -0.20263217
  -1.         -1.         -1.         -1.        ]
 [ 0.17731665  0.16071782  0.13289005  0.12947022  0.07596907  0.074002
   0.074002   -0.02980594 -0.03389664 -0.04924674]
 [ 0.24556547  0.18097963 -0.09897393 -0.10386154 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.48788952  0.48788952  0.20192156  0.20192156  0.1390584   0.1390584
   0.03225657  0.01894621  0.01894621  0.01497442]
 [-0.0554119  -0.0554119  -0.06024152 -0.19142598 -0.19142598 -0.20395002
  -0.26611034 -0.26611034 -1.         -1.        ]
 [ 0.33844047  0.31545994  0.02913909  0.01487397 -0.04070971 -0.06812895
  -0.06857287 -0.06857287 -0.07096672 -0.11321769]
 [ 0.40017768  0.18091112  0.18091112 -0.06997854 -0.06997854 -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.47624303  0.39357989  0.24790038  0.06624752  0.05382834  0.03591548
   0.00953776  0.00405155  0.00343793 -0.00127024]
 [ 0.16119363  0.16119363  0.13608487  0.13608487 -0.07592753 -0.07592753
  -1.         -1.         -1.         -1.        ]
 [ 0.29609766  0.29609766 -0.07570618 -0.08097942 -0.14838459 -0.20263217
  -1.         -1.         -1.         -1.        ]
 [ 0.29598523  0.29414205  0.23899898 -0.07021599 -0.07021599 -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.46158717  0.46158717 -0.01240995 -0.04364586 -0.05148993 -0.05148993
  -0.11024582 -0.12095795 -0.12117415 -0.1516127 ]
 [ 0.53816593  0.51372423  0.43855493  0.39946772  0.20606183  0.19669553
   0.19669553  0.17781544  0.08968226  0.06543158]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.24517475  0.1886803  -0.07981154 -0.07981154 -0.11278131 -0.11278131
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.35327931  0.35327931  0.10023498  0.10023498  0.08141311  0.08141311
   0.06714963  0.06714963 -0.00280581 -0.00280581]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.03536142  0.02067075 -0.02987909 -0.02987909 -0.05562905 -0.05629128
  -0.06168294 -0.07537819 -0.08616321 -0.08616321]
 [ 0.28037398  0.26534829 -0.06231176 -0.07062169 -0.07568065 -0.07568065
  -1.         -1.         -1.         -1.        ]
 [ 0.38215811  0.38215811  0.06068371  0.00695496 -0.05217461 -0.05217461
  -1.         -1.         -1.         -1.        ]
 [ 0.38843254  0.38284779  0.22567505  0.04693365  0.04301839  0.02307659
   0.02307659 -1.         -1.         -1.        ]
 [ 0.22242844  0.22242844  0.15003659  0.15003659  0.10807639  0.06070581
   0.04976231 -0.02774501 -0.02774501 -0.08882725]
 [ 0.20734021  0.20734021  0.17524871  0.17524871  0.11475369  0.09467357
   0.09378106  0.05677759 -0.01415561 -0.01415561]
 [ 0.39468746  0.37890251  0.37106864  0.13988135  0.04724988  0.03931443
   0.03515375  0.03463907  0.01464038 -0.02393986]
 [ 0.45537766  0.45537766  0.23000006  0.15952549  0.15860642  0.13260415
   0.11527058 -0.04628797 -0.04628797 -1.        ]
 [ 0.12920354  0.11615908  0.0128253  -0.0307251  -0.0307251  -0.1316718
  -0.15245483 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
18.0	"[[ 5.03856081e-01  4.10787483e-01  2.26008793e-01  3.02143423e-03
  -3.79104790e-05 -5.06748121e-02 -5.43077487e-02 -6.31375180e-02
  -9.54214459e-02 -9.90226417e-02]
 [ 2.26732446e-01  2.26732446e-01  1.18331729e-01  1.08248120e-01
   1.49903820e-02  1.49903820e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.97812596e-01  3.97812596e-01  3.64554634e-01  3.64554634e-01
   2.25690889e-01  2.25690889e-01  7.32143121e-02  7.32143121e-02
  -4.54894290e-02 -4.54894290e-02]
 [ 6.59010735e-01  6.59010735e-01  3.27776240e-02  2.51168169e-02
  -1.08232055e-01 -1.08232055e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.97812596e-01  3.97812596e-01  3.64554634e-01  3.64554634e-01
   2.25690889e-01  2.25690889e-01  7.32143121e-02  7.32143121e-02
  -4.54894290e-02 -4.54894290e-02]
 [ 5.87888942e-01  5.78699553e-01  4.06497733e-01  3.35359220e-01
   1.20125536e-01  1.46428686e-02  1.24563711e-02  1.20453442e-02
   1.20453442e-02 -1.48551051e-02]
 [ 3.45875550e-01  3.45875550e-01 -4.39009874e-02 -7.54847983e-02
  -9.44883190e-02 -9.83077965e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.91581401e-01  2.69713296e-01 -3.30849276e-02 -7.51379258e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 6.96142490e-01  6.86164938e-01  2.81782684e-01  2.10190480e-01
   1.26985132e-01  9.32924835e-02 -2.39014444e-02 -2.39014444e-02
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.89143860e-01  4.89143860e-01  1.19019139e-01  1.19019139e-01
  -3.31932063e-02 -3.31932063e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 5.03856081e-01  4.10787483e-01  2.26008793e-01  3.02143423e-03
  -3.79104790e-05 -5.06748121e-02 -5.43077487e-02 -6.31375180e-02
  -9.54214459e-02 -9.90226417e-02]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.15830679e-01  2.19246674e-01  1.10053816e-01  1.08471906e-01
   1.02816359e-01  7.42451954e-02  7.42451954e-02  6.53952592e-02
   5.04781553e-02  4.65023191e-02]
 [ 7.06812446e-01  7.06812446e-01  1.38179233e-01  8.04545215e-02
  -1.93203339e-02 -1.93203339e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.45875550e-01  3.45875550e-01 -4.39009874e-02 -7.54847983e-02
  -9.44883190e-02 -9.83077965e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.07820292e-01  3.76427445e-01  3.44817854e-01  4.07877000e-02
   2.16956951e-02  8.02396153e-03 -1.15046358e-03 -1.15046358e-03
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
15.0	"[[ 0.04671939  0.04613258  0.04613258  0.04130271 -0.04969269 -0.04969269
  -0.07153342 -0.09389057 -0.11579078 -0.11579078]
 [ 0.29810626  0.29154384  0.08369737  0.05173067 -0.08555125 -0.08555125
  -1.         -1.         -1.         -1.        ]
 [ 0.26605584  0.24358578 -0.07322028 -0.08621976 -0.14512039 -0.14512039
  -1.         -1.         -1.         -1.        ]
 [ 0.35236405  0.35236405  0.2836259   0.2836259   0.2034395   0.2034395
   0.04320283  0.04320283 -0.05369979 -0.05369979]
 [ 0.30537268  0.30537268  0.18534444  0.18534444  0.06903383  0.01977326
  -0.01516798 -0.01516798 -0.10996978 -0.18019242]
 [ 0.60598382  0.60598382 -0.04697387 -0.04697387 -0.06544307 -0.14011806
  -1.         -1.         -1.         -1.        ]
 [ 0.33388121  0.33388121  0.29480757  0.29480757  0.2721595   0.2721595
   0.17420953  0.17420953  0.1471588   0.14699343]
 [ 0.41609692  0.41609692  0.04989248  0.02212843  0.02104218  0.01851506
  -1.         -1.         -1.         -1.        ]
 [ 0.34877144  0.25414599  0.21871542  0.20257262  0.19898274  0.16511279
  -0.01170353 -0.01170353 -1.         -1.        ]
 [ 0.54071948  0.45391727  0.36094508  0.17837093  0.17435867  0.15843736
   0.11994616 -0.08434917 -0.08434917 -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.32352914  0.0932876   0.0930343   0.07659678  0.05644897  0.05425844
   0.04485093  0.04465653  0.01648165 -0.02582286]
 [ 0.39087026  0.39087026  0.03661994  0.03661994 -0.00714678 -0.00714678
  -0.04375552 -0.04375552 -0.08317527 -0.08317527]
 [ 0.30557827  0.30083427 -0.0147966  -0.0147966  -0.01958018 -0.0654211
  -0.07060056 -0.07060056 -1.         -1.        ]
 [ 0.1900456  -0.23818579 -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.43684779  0.32314016  0.28312085  0.2174091   0.05482102  0.05482102
   0.01574103 -0.01941887 -0.01941887 -0.02624454]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
10.0	"[[ 0.44906057  0.44906057  0.21095706  0.21095706  0.10851391  0.1030518
   0.09749861  0.08962563  0.08962563  0.07240104]
 [ 0.34460589  0.29473385  0.16551063  0.16551063  0.16486083  0.04113324
   0.02182772 -0.10577548 -0.10577548 -1.        ]
 [ 0.39585518  0.39585518  0.10101067  0.10101067  0.01358751 -0.06149326
  -0.06149326 -0.10978303 -0.13381382 -0.14893481]
 [ 0.4369105   0.4369105   0.13538675  0.12038598  0.11428488  0.10820102
  -1.         -1.         -1.         -1.        ]
 [ 0.4048084   0.37814717  0.09115488  0.09115488  0.05691929  0.0383217
  -0.04620617 -0.04791225 -1.         -1.        ]
 [ 0.6765945   0.66866132 -0.06786356 -0.06786356 -0.07090496 -0.07090496
  -0.07605458 -0.07605458 -1.         -1.        ]
 [ 0.50187647  0.48109672  0.33143163  0.19944423  0.18875796  0.15514753
   0.09068915 -0.07310011 -0.07310011 -1.        ]
 [ 0.05207583 -0.01060025 -0.04343201 -0.04343201 -0.04588886 -0.04588886
  -1.         -1.         -1.         -1.        ]
 [ 0.4369105   0.4369105   0.13538675  0.12038598  0.11428488  0.10820102
  -1.         -1.         -1.         -1.        ]
 [ 0.09122356  0.02997668 -0.02762932 -0.02864083 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
9.0	"[[ 0.43178572  0.43178572  0.03646977  0.03646977  0.02784732  0.01639239
   0.00847483 -0.02082206 -0.02802043 -1.        ]
 [ 0.48946692  0.44658936  0.42143828  0.00768954  0.00768954 -0.06835913
  -0.06835913 -1.         -1.         -1.        ]
 [ 0.61242063  0.60473509  0.52342228  0.2104265   0.14809484  0.11495262
   0.11495262 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.3926874   0.3926874   0.32210157  0.25341862  0.19973827  0.19973827
   0.18931     0.18931     0.12835966  0.12835966]
 [ 0.38526421  0.38526421  0.20053696  0.20053696  0.06186112  0.06186112
   0.03425026  0.03425026 -0.02531628 -0.02531628]
 [ 0.53156366  0.53156366  0.32937734  0.32937734  0.20295278  0.20295278
   0.01208322  0.01208322 -0.02200797 -0.02200797]
 [ 0.46074312  0.46074312  0.37949301  0.3754077   0.30891288  0.30891288
   0.16794127  0.13239972  0.13239972  0.12662142]
 [ 0.48438252  0.47603646  0.47327875  0.43520731  0.20226064  0.20226064
   0.16216214  0.09113722  0.06492424  0.0587039 ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.61242063  0.60473509  0.52342228  0.2104265   0.14809484  0.11495262
   0.11495262 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.28011566  0.2655356   0.06004885 -0.01191913 -0.01191913 -0.07184218
  -0.07552422 -0.08366365 -0.08366365 -0.15638898]
 [ 0.46521548  0.44234965  0.26386203  0.21735673  0.07584706  0.07584706
  -1.         -1.         -1.         -1.        ]
 [ 0.78266967  0.77263249  0.23130855  0.21179323  0.11859789  0.08295836
   0.07386493  0.06058038  0.03151352  0.03151352]
 [ 0.37347656  0.37347656  0.00914669  0.00914669 -0.08205354 -0.09618829
  -0.16003681 -0.16877085 -0.17864215 -1.        ]
 [ 0.48946692  0.44658936  0.42143828  0.00768954  0.00768954 -0.06835913
  -0.06835913 -1.         -1.         -1.        ]
 [ 0.61242063  0.60473509  0.52342228  0.2104265   0.14809484  0.11495262
   0.11495262 -1.         -1.         -1.        ]
 [ 0.58107754  0.58107754  0.56162472  0.54118218  0.49022668  0.47377569
   0.38732186  0.33943071  0.33943071  0.10522386]
 [ 0.5559212   0.55068124  0.22138874  0.18255079 -0.18895064 -0.18895064
  -1.         -1.         -1.         -1.        ]
 [ 0.42031684  0.17138112  0.16044149  0.15108143  0.06740844  0.06740844
   0.05653958  0.05653958  0.03945135  0.03945135]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
24.0	"[[-0.07667083 -0.07667083 -0.10496729 -0.10642782 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.07388887 -0.0327549  -0.13881565 -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.64449955  0.64449955  0.43760071  0.43760071  0.06629161  0.06629161
   0.02504569  0.01821941 -0.31927142 -0.32442999]
 [ 0.16009986  0.16009986  0.02170702  0.02170702  0.00365442  0.00365442
  -0.02225868 -0.02225868 -0.03618996 -0.03618996]
 [ 0.03772806  0.03772806 -0.04112851 -0.06778947 -0.06865799 -0.09690414
  -1.         -1.         -1.         -1.        ]
 [ 0.3654994   0.25062973 -0.0141316  -0.01710995 -0.06054282 -0.06054282
  -0.12576781 -0.12576781 -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.54795515  0.48436017 -0.0727135  -0.0781095  -0.11813726 -0.11986904
  -0.11986904 -0.15348731 -1.         -1.        ]
 [ 0.10511369  0.10511369  0.08654102  0.08654102  0.05600526  0.05600526
   0.03892209  0.03892209  0.03883879  0.03659389]
 [ 0.50767108  0.39654824  0.276262    0.1760447  -0.0457813  -0.11124774
  -0.11323998 -0.11323998 -1.         -1.        ]
 [ 0.58420408  0.57562994  0.32544324  0.32544324  0.23747355  0.17339101
   0.15063835  0.15031351  0.10393204  0.08284606]
 [ 0.59066515  0.58531255 -0.02760178 -0.0552398  -0.14318997 -0.14318997
  -0.22002956 -0.22002956 -1.         -1.        ]
 [ 0.5932075   0.57412571  0.5008753   0.5008753   0.35923742  0.33609097
   0.15486041  0.14873004  0.06055573  0.05428286]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.37498497  0.37498497  0.1474896   0.1474896  -0.0139877  -0.0139877
  -0.07987936 -0.07987936 -0.0872503  -0.0872503 ]
 [ 0.1708679  -0.02371319 -0.09564326 -0.09564326 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.38487164  0.35530254  0.12773023  0.07264033  0.06597982 -0.01753622
  -0.01753622 -0.12255591 -0.13885163 -0.15662265]
 [ 0.34648192  0.34648192 -0.06841199 -0.06841199 -0.14413516 -0.15355872
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.34511     0.34511     0.10667907  0.10667907 -0.13245426 -0.13245426
  -1.         -1.         -1.         -1.        ]
 [ 0.31349264  0.31349264  0.08342358  0.08342358 -0.06960992 -0.06960992
  -0.08113779 -0.08113779 -0.1317713  -0.1317713 ]
 [ 0.52148922  0.50075404  0.2695173   0.20728407 -0.04907026 -0.05669748
  -0.05669748 -0.0686704  -0.08011835 -0.11299612]
 [ 0.62554655  0.46934129  0.20736982  0.10535019  0.07334381  0.04283306
   0.03485809  0.03485809  0.01854732  0.00441706]
 [ 0.19030007  0.17793641  0.04132938 -0.0366895  -0.05430732 -0.08755515
  -0.08755515 -0.09159895 -0.1012871  -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
10.0	"[[ 0.13449127  0.13449127  0.12142527  0.12142527 -0.0836548  -0.0836548
  -0.10726456 -0.10726456 -0.12810065 -0.12810065]
 [ 0.3988952   0.39883881  0.19727016  0.15682892 -0.07054308 -0.07054308
  -1.         -1.         -1.         -1.        ]
 [ 0.21575453  0.21307228  0.08612597  0.05059535 -0.08963626 -0.08963626
  -1.         -1.         -1.         -1.        ]
 [-0.03243196 -0.03243196 -0.05869619 -0.06969307 -0.1942561  -0.19686771
  -1.         -1.         -1.         -1.        ]
 [ 0.18431753  0.18431753  0.03193131  0.03193131 -0.00259712 -0.00991434
  -0.01114892 -0.01114892 -0.02120471 -0.02837848]
 [-0.09117299 -0.09117299 -0.10881132 -0.10881132 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.10197982  0.06208791  0.05279319 -0.01524451 -0.01524451 -0.01987026
  -0.01987026 -0.10133109 -0.10753071 -0.10753071]
 [ 0.3312731   0.2700582   0.17775231  0.16361542  0.15203983  0.14607548
   0.14205206  0.13375091  0.11954045  0.11954045]
 [ 0.21892946  0.20591004  0.18700594  0.02303798  0.00998359 -0.00485912
  -0.00883219 -0.01955227 -0.03343909 -0.03343909]
 [ 0.41248118  0.24050253  0.20472325  0.12086499 -0.01027755 -0.01027755
  -1.         -1.         -1.         -1.        ]
 [ 0.16244394  0.16244394  0.13540994  0.11471755  0.09837407  0.09406778
   0.08352994  0.08248803  0.08248803  0.07970103]
 [ 0.29605529  0.2631263   0.19579056  0.19017707  0.18374475  0.09367753
   0.00406205 -0.01069152 -0.01954945 -0.01954945]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
2.0	"[[-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.28467886  0.2560489   0.03207793  0.02197908 -0.02494755 -0.02494755
  -1.         -1.         -1.         -1.        ]
 [ 0.52402115  0.51086437  0.48787354  0.03925846 -0.00259023 -0.00621728
  -0.02702131 -0.0419871  -0.0419871  -0.04524622]
 [ 0.30165282  0.22174688  0.07913981  0.05099527  0.03849943  0.03849943
  -1.         -1.         -1.         -1.        ]
 [ 0.24494373  0.24494373  0.02609236  0.02163365 -0.00833598 -0.01835727
  -0.01835727 -0.02508944 -0.02508944 -0.04265286]
 [ 0.41418679  0.41327014  0.3880778   0.36915896  0.2577032   0.15460469
   0.15271289  0.14015348  0.1338533   0.12946992]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
11.0	"[[ 0.33723154  0.33723154  0.27325242  0.24186566  0.19491385  0.18942918
   0.05081974  0.05081974 -1.         -1.        ]
 [ 0.42637858  0.42637858  0.34163561  0.30155671  0.16102138  0.14790088
   0.11235242  0.04978155  0.04407088  0.03046058]
 [ 0.38894148  0.29746313  0.29502413  0.2795436   0.20328415  0.09037874
   0.09037874 -1.         -1.         -1.        ]
 [ 0.24537793  0.24537793  0.21795061  0.21705844  0.11933062  0.11933062
  -1.         -1.         -1.         -1.        ]
 [ 0.24574921  0.24574921 -0.01108474 -0.02755849 -0.04765809 -0.05505977
  -1.         -1.         -1.         -1.        ]
 [ 0.29389043  0.29000023  0.17964817  0.09676201  0.02971543  0.02971543
  -1.         -1.         -1.         -1.        ]
 [ 0.36975608  0.29726673  0.19277315  0.17098425  0.13797892 -0.00275015
  -0.00275015 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.40729859  0.40729859  0.13903017  0.13670754  0.05800226  0.05800226
  -0.03324876 -0.03324876 -1.         -1.        ]
 [ 0.32584845  0.32584845  0.0560955   0.0560955   0.00523028  0.00523028
  -0.01827991 -0.01827991 -0.03272021 -0.04300529]
 [ 0.26031395  0.25559107  0.03196967  0.027781    0.01770887  0.01652028
   0.01652028 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
5.0	"[[ 0.09583191  0.06403815 -0.07770937 -0.08193575 -0.09166839 -0.09205096
  -0.10099457 -0.10575305 -0.10575305 -1.        ]
 [ 0.13223893  0.13223893  0.08780048  0.08780048  0.07650065  0.06226694
   0.0388996   0.03848481 -1.         -1.        ]
 [ 0.06666264  0.06666264  0.05776602  0.02787221  0.02564336  0.02564336
  -0.07934825 -0.07934825 -1.         -1.        ]
 [ 0.18875434  0.18875434 -0.01001992 -0.03886907 -0.04532999 -0.0471535
  -1.         -1.         -1.         -1.        ]
 [ 0.07956889  0.07777345  0.07490256  0.05355044 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.24580437  0.23730478  0.21708577  0.1743589   0.16998678  0.15946589
   0.15564245  0.01428502  0.01428502 -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
13.0	"[[ 3.26074368e-02  3.26074368e-02 -2.84740894e-02 -2.84740894e-02
  -6.05701372e-02 -6.05701372e-02 -6.98024581e-02 -6.98024581e-02
  -7.35580805e-02 -7.35580805e-02]
 [ 3.27786033e-01  3.08021366e-01  2.60329514e-01  1.81823155e-01
   1.14098256e-01  1.08666782e-01  1.08666782e-01  6.52550766e-02
   5.85476951e-02  5.43552564e-02]
 [ 5.87813248e-02  7.37139822e-03  6.16078862e-03  6.16078862e-03
  -1.77348412e-04 -7.95046494e-03 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.13086755e-01  1.13086755e-01  8.68791785e-02  5.43194536e-02
  -8.61693830e-02 -9.04691109e-02 -1.40508339e-01 -1.44675509e-01
  -1.00000000e+00 -1.00000000e+00]
 [ 1.79970070e-01  1.73512539e-01  1.94445258e-02  1.63018176e-02
   1.63018176e-02 -3.41659250e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 6.90169128e-02  6.90169128e-02  5.89689624e-02  5.89689624e-02
   4.24490560e-02  3.56707688e-02  3.49457139e-02  3.15834885e-02
   3.03299172e-02  2.32851445e-02]
 [ 5.76619911e-02  5.76619911e-02  1.15817981e-02  1.15817981e-02
  -1.10163122e-02 -1.10163122e-02 -3.90971301e-02 -3.90971301e-02
  -4.10246817e-02 -4.10246817e-02]
 [ 2.60780948e-01  2.60780948e-01 -4.16230760e-02 -4.37999877e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.50723002e-01  2.50723002e-01  2.22259644e-01  2.15433989e-01
   1.61681704e-01  1.61681704e-01  1.57400975e-01  1.57400975e-01
   1.31209635e-01  1.09066948e-01]
 [ 4.22070778e-01  4.08727888e-01  1.29243058e-01  5.65380893e-02
   1.66244241e-02  1.66244241e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.44811129e-02  3.09282008e-02  1.84359291e-02 -2.08200195e-02
  -4.62958361e-02 -4.62958361e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 8.23961592e-02  2.40171854e-02  1.66802550e-02  4.29994476e-03
  -1.87679027e-02 -1.99230070e-02 -2.85600395e-02 -4.79953432e-02
  -5.67380217e-02 -5.99994118e-02]
 [ 5.91631357e-02  5.91631357e-02 -3.16266794e-03 -3.16266794e-03
  -4.46073646e-02 -4.46073646e-02 -7.12039547e-02 -7.12039547e-02
  -8.05164449e-02 -8.05164449e-02]
 [ 1.32556466e-01  1.32556466e-01 -1.34792849e-01 -1.34792849e-01
  -1.68482920e-01 -1.68482920e-01 -1.78501910e-01 -1.78501910e-01
  -1.83774413e-01 -1.83774413e-01]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
5.0	"[[ 0.55785531  0.55785531  0.07485587  0.04562655 -0.04524565 -0.05418237
  -0.05599421 -0.05727239 -0.06880717 -0.08495043]
 [ 0.52838197  0.51870272  0.32431482  0.10674857  0.0408627   0.01295963
   0.01295963 -1.         -1.         -1.        ]
 [ 0.37008186  0.37008186  0.22660693  0.18771088  0.10163792  0.0934797
   0.0934797   0.09034095  0.08244896  0.07554127]
 [ 0.24230111  0.22041565  0.07139609  0.04226882 -0.09346937 -0.09346937
  -1.         -1.         -1.         -1.        ]
 [ 0.38368465  0.38215599  0.14508284  0.10832267 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.20273979  0.20273979  0.04019656 -0.0291941  -0.0291941  -0.0426377
  -0.0426377  -0.08516491 -0.10048332 -0.10249393]
 [ 0.42162501  0.34925535  0.06721233  0.05992055 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
