,text,label
543,Two cooks had a contest and the heat was on .,1
544,When cave men got together they formed clubs .,1
545,My friend was fired from his job at the road department for stealing . I have to say I saw it coming . The last time I was at his house all the signs were there .,1
546,My skiing skills are really going downhill .,1
547,"Doctor , doctor , I keep thinking I ' m a spoon . - Sit there and don ' t stir . Next .",1
548,Baseball is known for its pitched battles .,1
549,Reassembling the skeletons of prehistoric mammals can be a mammoth undertaking .,1
550,Life ' s essentials : H O C N Ca P Cl K S Na Mg,0
551,Math teachers have lots of problems .,1
552,Graveyard workers really dig their jobs .,1
553,"I ' m blind enough to look at the situation in the wrong fashion , so I changed my clothes .",1
554,"Before he sold Christmas trees , he got himself spruced up .",1
555,"OLD SOCCER PLAYERS never die , they just lose their kick .",1
556,Golfers hate cake because they might get a slice .,1
557,Her decision to take up rock climbing was precipitous to say the least .,1
558,My name is Ray . I ' m a roentgenologist .,1
559,He gives twice who gives in a trice .,0
560,A truly wise man never plays leapfrog with a unicorn .,0
561,There is no smoke without fire .,0
562,"If pride goes before a fall , humility should arrive by that winter",1
563,Put a beggar on horseback and he ' ll ride it to death .,0
564,The psychiatrist told the genie his emotions were all bottled up .,1
565,"After they had it out in the boxing ring , they called it square .",1
566,Send $ 20 and I will double your IQ or no money back,0
567,He who lends to the poor gets interest from god,1
568,"Power corrupts , especially at the electric company .",1
569,"OLD PSYCHIATRISTS never die , they just shrink away .",1
570,A politician with a bad back needs lots of support .,1
571,She had two different jobs as a chef which gave her a full plate .,1
572,OLD MAGICIANS never die they just disappear .,1
573,Conjoined twins aren ' t the only twins with special connections .,1
574,The two guys caught drinking battery acid will soon be charged .,1
575,"OLD SHOEMAKERS never die , they are just given the boot .",1
576,The first step to health is to know that we are sick .,0
577,The exhibitionist went to the store because he heard they were having a flash sale .,1
578,A baseball player joined the army and did the round of military bases .,1
579,If word processing a presentation about guns - - be sure to know how to use bullets .,1
580,"OLD METEOROLOGISTS never die , they just get under the weather .",1
581,A case of disappearing bison had police completely buffaloed .,1
582,Ultimate office automation : networked coffee machines .,0
583,Any golfer will tell you the gospel truth . Your next shot always depends on the lie .,1
584,A rolling stone gathers no moss .,0
585,A tatoo artist has designs on his clients .,1
586,Dentists practice by going through many drills .,1
587,"OLD PICKPOCKETS never die , they just steal away .",1
588,Curiosity didn ' t kill the cat . I got ' im with the mower !,0
589,A little boy called his father who made balloons ' pop ' .,1
590,"The stock market crashes , but Viagra beats the flop .",1
591,Plagiarism is the sincerest form of flattery .,0
592,Three fingers were willing to cooperate but the thumb and forefinger were opposed .,1
593,Those who build roofs are so inclined .,1
594,A skier who makes it to the olympics finds that it is all downhill from there .,1
595,When the human cannonball retired they couldn ' t find a replacement of the right caliber .,1
596,A horse is a very stable animal .,1
597,"OLD ESKIMOS never die , they just go cold .",1
598,"You really are addicted to soccer , you should think of kicking the habit .",1
599,"She was only a Magistrates daughter , but she knew what to do on the bench .",1
600,What happens when you get scared half to death . . . . . twice ?,0
601,The first fish to gather in schools was the grouper .,1
602,Put your money where your mouth is .,0
603,I wanted to lose weight so I went to the paint store . I heard I could get thinner there .,1
604,If all your troubles are melting away watch out for the floods .,1
605,Justice delayed is justice denied .,0
606,What ' s good for the goose is good for the gander .,0
607,"OLD PLAGIARISTS never die , they just steal away .",1
608,"I used to be addicted to soap , but I ' m clean now .",1
609,"Profanity , the language of computer professionals",0
610,If I want your opinion I ' ll beat it out of you !,0
611,Some cardiologists are heartless .,1
612,All good things must come to an end .,0
613,"I went to buy some property with a hill on it , but it was a little steep .",1
614,I find that movies about submarines always go down well .,1
615,"If it ' s obvious , it ' s obviously wrong .",0
616,""" WHO CARES where Carmen Sandiego is ? """,0
617,""" She ' s dead , Jim . Still warm , though . Flip ya for her ? """,0
618,A racer who was also a golfer really knew how to drive .,1
619,If you invite an insomniac to your pajama party they will be up for it .,1
620,Army dentists make a good drill corps .,1
621,Dermatologists often make rash statements .,1
622,My name is Bet . I ' m a coupier .,1
623,A young sailor thought all of the waves were just swell .,1
624,OLD PROGRAMMERS never die they just go to bits .,1
625,Give and you might receive . Take and be sure of it .,0
626,Backups are usually a good thing unless it ' s a sewer .,1
627,The Vikings landed during thunder and lightning and took the city by storm .,1
628,"OLD BREAD MEN never die , they just lose their dough .",1
629,Seafood operations start out on a small scale .,1
630,Civil servants named Grant are known as government grants .,1
631,"Here , you go first , you ' re immune to bullets .",0
632,I wish Noah had swatted those two mosquitoes . . . . .,0
633,We should not expect to find old heads on young shoulders .,0
634,I might study something at a university that someone once told me about - there is a degree of ambiguity there .,1
635,When ancient wall sculptors were finished it was a relief .,1
636,"The hot dog vendor answered , with a tone quite frank .",1
637,"OLD MATH PROFESSORS never die , they just use strange expressions .",1
638,"When all is said and done , more is said then done .",0
639,OLD SEWAGE WORKERS never die they just waste away .,1
640,A half truth is a whole lie .,0
641,The thief had a bold plan . He figured he could carry it off .,1
642,How do they get Teflon to stick to the pans ?,0
643,OLD SEERS never die they just lose their vision .,1
644,Where God has a church the devil will have his chapel .,0
645,"Everyday is a gift from god , that is why it is called the present",1
646,A low yield atomic bomb is like being a bit pregnant .,0
647,There?€?s no high like the most high .,1
648,"OLD LAUNDRY WORKERS never die , they just are decreased .",1
649,"She was only a Moonshiner ' s daughter , but I love her still .",1
650,God cures and the physician takes the fee .,0
651,A cynic smells flowers and looks for the casket .,0
652,It takes all sorts of people to make a world .,0
653,"OLD UNIVERSITY PRESIDENTS never die , they just lose their faculties",1
654,"I was going to buy a book on phobias , but I was afraid it wouldn ' t help me .",1
655,The aluminum foiled my plans .,1
656,She was only a Waitress ' s daughter but she sure could dish it out .,1
657,The hypnotist went out of business because he ran out of suggestions .,1
658,For class schedules Yoga instructors are flexible .,1
659,Hockey players are terrible chess players because they are always getting checked .,1
660,I do a lot of spreadsheets in the office so you can say I ' m excelling at work .,1
661,He bent over to pick up a sieve and strained himself .,1
662,"When they told him that his drum couldn ' t be fixed , it didn ' t resonate very well .",1
663,"A fisherman tried boxing , but he only threw hooks .",1
664,Federal Law prohibits the removal of this tagline,0
665,Winning candy as a prize is always a sweet victory .,1
666,"During his lifetime , the composer Bach was a noted success .",1
667,"OLD POKER PLAYERS never die , they are just discarded .",1
668,Press any key to continue . . Any other key to format hard drive .,0
669,' ' I can take photographs if I want to ! ' ' Tom snapped .,1
670,Lightning storms can be very striking .,1
671,Our bikinis are exciting . They are simply the tops .,1
672,High on a ladder he saw a beautiful girl below . He fell for her .,1
673,"When underwear fell in the vat at a beer - makers , a scandal was brewing .",1
674,"Pencils could be made with erasers at both ends , but what would be the point ?",1
675,Old burglars never die they just steal away .,1
676,Lumberjacks have to keep problem logs .,1
677,"My name is Grant , I am a loan officer .",1
678,Midwives don ' t like to wear breeches .,1
679,"She was only a Farmer ' s daughter , but she knew hundreds of ways to fertilize .",1
680,Molecules boiling points vary to some degree .,1
681,A girl a day keeps the wife away .,0
682,Suicidal twin kills sister by mistake . . . news at 11 !,0
683,"My name is Joe , an espresso vender",1
684,Haste makes waste .,0
685,Two friends took ropes to school so that they could skip out .,1
686,Many people need to learn to be happy with the State they are in .,1
687,Pipe fitters often have high pressure jobs .,1
688,"' ' I told you not to ride that horse , ' ' Tom nagged .",1
689,Coaches usually have a goal in mind .,1
690,The meat truck took a long time to deliver because of the Jerky ride .,1
691,Suicide at sea is definitely going overboard .,1
692,"An exterminator in Idaho announced that he invented a new spray , one application of which will remain effective for a full season . ' ' Of course , ' ' he warned . ' ' I ' ve still got a few bugs to iron out . ' '",1
693,Swimmers have to be careful not to get into deep trouble .,1
694,"OLD RAILROADERS never die , they just derail .",1
695,Time flies .,0
696,The invention of a shirt fastener after the button was a snap .,1
697,Life after death for evil doers has always been a hot topic .,1
698,The man who impulsively got a cat despite his allergies later realized that it was a rash decision .,1
699,"OLD CARD PLAYERS never die , they just fold .",1
700,"She was only a Fruit vendor ' s daughter , but , my , she had big melons .",1
701,"Walk softly , carry a big stick .",0
702,Boyle said he was under too much pressure .,1
703,The color of the sun in the early morning : rose .,1
704,Driving on so many turnpikes was taking its toll .,1
705,"Fool me once , shame on you . Fool me twice , shame on me .",0
706,A ham walked out of the hospital and said ' ' I ' m cured ' ' .,1
707,If you ' re looking for oranges on an apple tree you will have a fruitless search .,1
708,"First come , first served .",0
709,In high school I recall having a beautiful but difficult math teacher . She was easy on the eyes and hard on the pupils !,1
710,Those with scissors shouldn ' t use cutting words .,1
711,What ' s the deal with negotiations ?,1
712,The family elders have relative importance .,1
713,A skier who loses a race on a cold day will have a frosty disposition .,1
714,"OLD PROGRAMMERS never die , they just get bugged with life .",1
715,"Christians , keep the faith . . . but not from others !",1
716,Those who get up at sunrise have many ideas dawn on them .,1
717,An experienced waiter can give a lot of good tips .,1
718,Someone who gossips to you will gossip about you .,0
719,A little greed can get you lots of stuff,0
720,Every man thinks his own geese swans .,0
721,"Money is the Root of All Evil . For more info , send $ 10 .",0
722,"' ' This must be an aerobics class , ' ' Tom worked out .",1
723,Don ' t go between the tree and the bark .,0
724,Mind your P ' s and Q ' s .,0
725,The most popular operation for orthopaedic surgeons is upper - leg surgery : very hip .,1
726,Actors are cast through their good and bad stages .,1
727,Food for bad dogs is bought by the pound .,1
728,"My son wanted a scooter . When I told him they are too dangerous , he moped around the house .",1
729,"Spare the rod , spoil the child .",0
730,"OLD MATHEMATICIANS never die , they just go off on a tangent",1
731,A thief fell and broke his leg in wet cement . He became a hardened criminal .,1
732,A career is a job that takes about 20 more hours a week .,0
733,Strip mining prevents forest fires .,0
734,De Broglie waved aside the invitation .,1
735,"In parking lots , arguments often start from scratch .",1
736,Some shoe sales have a good selection to boot .,1
737,"When the town removed billboards , they told people that ' s how it was designed .",1
738,Good eating deserves good drinking .,0
739,An army officer is a position that some people shoot for .,1
740,The electrician got his supplies at the outlet store .,1
741,The lumber company downsized . They got rid of the deadwood .,1
742,You can ' t have your cake and eat it too .,0
743,"Waiter , there ' s a fly in my soup ! ' ' I know . It gives you a nice buzz doesn ' t it ? ' '",1
744,"Tailors enjoy hanging out in internet fora , as they are full of threads .",1
745,Always remember you ' re unique - just like everyone else .,0
746,"If you make yourself into a doormat , people will wipe their feet on you .",0
747,Priests can ' t marry without prior approval .,1
748,"Old artists never die , they just put things in perspective .",1
749,Don ' t put all your eggs in one basket .,0
750,"Go away , you snake ! Tom rattled off .",1
751,"Whom God will destroy , he first make mad .",0
752,I never understood why people liked to play soft ball . It ' s a very underhanded thing to do .,1
753,"Tom was so tired , he lied about his bed .",1
754,Home sweet home .,0
755,"She was only an Artist ' s daughter , but what a crowd she could draw .",1
756,The pen is mightier than the sword .,0
757,"OLD KENTUCKY FRIED CHICKEN FRANCHISERS never die , they just chicken out .",1
758,OLD PILOTS never die they just take off .,1
759,My name is Marshall . I ' m a peace officier .,1
760,"Goose , gander and gosling are three sounds but one thing .",0
761,Astronomers often have their own private viewpoints .,1
762,"OLD CRICKETERS never die , they just get bowled over .",1
763,Smaller babies may be delivered by stork but the heavier ones need a crane .,1
764,A farmer with a rip in his clothes has an overall problem .,1
765,"She was only a Dairyman ' s daughter , but what a calf",1
766,"Doctor , Doctor , this ointment you gave me makes my arm smart . . - Then rub some on your head ? Next .",1
767,It ' s quiet in a bowling alley because you can hear a pin drop .,1
768,I just got back from a statistical probability conference . It was average .,1
769,"OLD HIPPIES never die , they just take a trip .",1
770,"I finally found a spotter at the gym , it ' s like a huge weight has been lifted off my shoulders .",1
771,"If you trust before you try , you may repent before you die .",0
772,Tit for tat .,0
773,Shepherds sometimes have staff meetings .,1
774,After having a knee dislocated and an elbow fractured in two barroom brawls Bradley should have learned to stay away from those joints .,1
775,War is too important to be left to the generals .,0
776,"No one knows where the shoe pinches , but he who wears it .",0
777,"OLD AIR CONDITIONER REPAIRMEN never die , they just lose their cool .",1
778,To be a successful frequent flier you need a lot of connections .,1
779,What do they call all that lumber on the Star Trek ' s Enterprise ? Captain ' s log .,1
780,""" Ummm , trouble with grammar have I ? Yes ! "" - - Yoda",0
781,PRESS To test . < click > RELEASE to detonate .,0
782,After Gus gave his girlfriend a 3 dollar box of chocolates for her birthday he got nothing but snickers .,1
783,I ' ll hear it from the horse ' s mouth .,0
784,"Did you hear about the bivalve they called in to interrogate for that big murder investigation ? Apparently , he ' s clammed up .",1
785,Don ' t make clothes for a not yet born baby .,0
786,"At a conference , I unexpectedly encountered the wife of a former client , whom I hadn ' t seen in 20 or more years . ' ' You haven ' t changed ! ' ' she exclaimed . ' ' There ' s plenty of time for that , ' ' I replied . ' ' The dinner isn ' t until this evening . ' '",1
787,Changing a tire on that crazy Houston freeway was a wrenching experience .,1
788,Two podiatrists became arch rivals .,1
789,"A husband and wife argued over the weather , but it soon blew over .",1
790,I needed a raise in my allowance . Mowing the grass all summer just wasn ' t cutting it .,1
791,I think Santa has riverfront property in Brazil . All our presents came from Amazon this year .,1
792,Husbands are like fires . They go out when unattended .,1
793,Success is just a matter of luck . Ask any failure .,0
794,Counsel is no command .,0
795,A manufacturer that made lamps gave their employees a light workload .,1
796,The boughs that bear most hang lowest .,0
797,A jerk present in a group indicates a jerk in charge .,0
798,If towels could tell jokes they would probably have a dry sense of humor .,1
799,An office with many people and few electrical outlets could be in for a power struggle .,1
800,A man ' s best fortune or his worst is a wife .,0
801,Vinyl records are really groovy .,1
802,"If anything can go wrong , it will .",0
803,"Before a plumber retired , he took the final plunge .",1
804,"Firefighters can rescue you , but only Jesus saves .",1
805,Faraday was charged up with the idea .,1
806,An unusual medical book is one which has no appendix .,1
807,A tire store loves a chance to Roll out a new product .,1
808,If Version 1 . 0 works someone goofed . . .,0
809,If you break a string on your guitar don ' t Fret .,1
810,"After he bought his two - year - old a felt pen , he was a marked man .",1
811,"OLD CARTOONISTS never die , they just draw their last breath .",1
812,The best place for criticism is in front of your mirror .,0
813,"The plums for sale dried out , so the profits were pruned .",1
814,When a duck is feeling down he might just be happy .,1
815,A picture is worth a thousand words .,0
816,This is the best guy I ' ve met to date .,1
817,Half a loaf is better than no bread .,0
818,"Waiter , I ' ll have my bill now . - How did you find your steak , sir ? - Oh , I just moved the potato and there it was .",1
819,"Elephants will toil all day , and they work for peanuts .",1
820,"OLD AUDITORS never die , they just lose their figures .",1
821,Iron sharpens iron .,0
822,A new broome sweepeth cleane .,0
823,"Take my advice , I don ' t use it anyway .",0
824,The other day I saw a magician walk down the street and turn into a drugstore .,1
825,You can catch more flies with a drop of honey than with a barrel of vinegar .,0
826,The world is your oyster .,0
827,"The racers all had shorts on that were too small for them , so it was a tight race .",1
828,"She was only a Convict ' s daughter , but she sure knew all of the bars .",1
829,Better late than never .,0
830,Life is a game . Money is how we keep score .,0
831,"Why did CNN cancel that cool "" Desert Storm "" show ?",0
832,"Some clockmakers are normal , but others are a little cuckoo .",1
833,They called him the king of the dentists because he specialized in crowns .,1
834,A man stole a case of soap from the corner store . The police said he made a clean getaway .,1
835,News of a coming flood was leaked .,1
836,The voice of the people is the voice of god .,0
837,She became a telephone operator because it was her calling .,1
838,Keyboard not connected . Think F1 to continue .,0
839,If you snooze you lose .,0
840,The politician is not one for Indian food . But he ' s good at currying favors .,1
841,You can ' t see the wood for the trees .,0
842,"If you are what you eat , I ' m staying away from the nuts !",1
843,My name is Clay . I make pottery .,1
844,One of these new shoes isn ' t right .,1
845,Don ' t judge a book by its cover .,0
846,"Doctor , Doctor , I can ' t get to sleep . - Sit on the edge of the bed and you ' ll soon drop off . Next .",1
847,"I went to the dentist without lunch , and he gave me a plate .",1
848,Truth is stranger than fiction .,0
849,To our sweethearts and wives . May they never meet !,0
850,OLD JANITORS never die they just get swept up .,1
851,The massage which came with the spa treatment was a nice touch .,1
852,"OLD SHOE SHINE BOYS never die , they are just rebuffed . .",1
853,Here is how the track meet is going to run . . .,1
854,How do I handle change ? I put it in the parking meter .,1
855,"I ' ve never taken an elevator to the basement floor , that ' s just beneath me .",1
856,I ' ve never killed a deer before but I ' ll take a shot at it .,1
857,Hands in Prayer : Already Digital,1
858,Life imitates art .,0
859,Diabetics should not be allowed to have sweet dreams .,1
860,I ' m going to the guillotine at dawn and my wife has already collected my severance pay .,1
861,"After 5 years with the same chiropractor , I moved and had to change doctors . It was quite an adjustment .",1
862,We ' re expecting fallout from the recent layoffs at the nuclear plant .,1
863,A scientist doing a large experiment with liquid chemicals was trying to solve a problem when he fell in and became part of the solution .,1
864,"It ' s the Borg ! ! Quick , everyone try to look useless !",0
865,I got a great bargain the other day when I bought a forklift for half - price . It ' s amazing what you can pick up these days .,1
866,"Professionals built the Titanic , amateurs built the ark .",0
867,"' ' I just came in through the door , ' ' said Tom , entranced .",1
868,"If the shoe fits , wear it .",0
869,"Dutch shoes used to be made in a factory machine , until it got clogged up .",1
870,The inventor of a hay baling machine made a bundle .,1
871,"Even if you ' re on the right track , you ' ll get run over if you just sit there .",1
872,When the investor came home from work he was spent .,1
873,"We are born crying , live complaining , die disappointed",0
874,"Courage lost , all lost .",0
875,"Old electricians never die , they just keep plugging away .",1
876,"OLD GARDENERS never die , they just get uprooted .",1
877,The science teachers broke up because there was no chemistry between them .,1
878,Resist everything but temptation .,0
879,Eavesdroppers hear no good of themselves .,0
880,How do you find a missing train ? Follow the tracks .,1
881,My name is Brandy . The bartender .,1
882,It ain ' t over till it ' s over .,0
883,My name is Ham . I raise pigs,1
884,Ohm resisted the idea at first .,1
885,The personal trainer quit his job because it wasn ' t working out .,1
886,"A man of words and not of deeds , is like a garden full of weeds .",0
887,The math professor went crazy with the blackboard . He did a number on it .,1
888,"Madame : ' ' Now remember , girls , when handling royalty the important thing is to keep up your dukes ! ' '",1
889,Do you ever get tired of sleeping ?,1
890,I was in a big hurry so I scrambled to make eggs for breakfast .,1
891,There is no royal road to learning .,0
892,People who live in glass houses shouldn ' t throw stones .,0
893,Bathroom scale : Something you stand on and swear at .,0
894,"I had some back trouble , but it ' s all behind me now .",1
895,"Daddy , how come my magnet won ' t pick up these disks ?",0
896,"Just after thimbles were invented there was a shortage , so many people got stuck without one .",1
897,Badminton players are for the birds .,1
898,Gotta run . . . the cat ' s caught in the printer again !,0
899,The untruthful deli clerk was full of baloney .,1
900,When neon lights were perfected the inventor was positively glowing .,1
901,My name is Sue . I ' m also a lawyer .,1
902,The manufacturers of dynamite do a booming business .,1
903,"In the house of the hanged man , mention not the rope .",0
904,He who does not advance goes backwards .,0
905,Gardeners like to plant their feet firmly .,1
906,One grasshopper told another about eating corn . It went in one ear and out the other .,1
907,Did you hear about the guy who planted bullets ? He wanted to see a lot of little shoots .,1
908,Call me if you need my phone number !,0
909,Pompous male bees are often known to drone on about themselves .,1
910,"The parsley farmer couldn ' t pay his child support , so the courts garnished his wages .",1
911,She started a new courier business for an express purpose .,1
912,She always paints night scenes . Other artists pale by comparison .,1
913,Some people like raw meat on rare occasions .,1
914,"To a person who is attentive to minutiae : ' ' You ' re certainly observant , even if you ' re not religious . ' '",1
915,An Electrician ' s work is well grounded .,1
916,When he found out that he would visit a real blacksmith he got all fired up .,1
917,"The scorpion said to the desert , ' You know , our conversations are always so dry . '",1
918,"Measure twice , cut once .",0
919,An argument at the Bomb Squad convention ended in a blowup .,1
920,What you see is what you get .,0
921,"After a day of changing her triplet ' s diapers , the new mother was feeling rather pooped .",1
922,You ' ve got more issues than Time magazine .,1
923,Saw makers losing money have to make lots of cuts .,1
924,When longshoremen show up late for work they get docked .,1
925,"OLD EXORCISTS never die , they just get repossessed .",1
926,"Lead me not into temptation , I can find my own way",0
927,"Doctor , doctor , I think I ' m a bridge . - What ' s come over you ? - Two cars , a truck and a coach .",1
928,"She was only a Electrician ' s daughter , but she went haywire .",1
929,People tell me I ' m indecisive . Am I ? I ' m not sure .,0
930,Don ' t be sexist ! Chicks hate that .,0
931,"And on the seventh day , He took an aspirin .",0
932,"Brag is a good dog , but holdfast is better .",0
933,"OLD MEDIUMS never die , they just lose their spirits .",1
934,There is no little enemy .,0
935,This just in : Research causes cancer in rats !,0
936,"I used to be afraid of purchasing residential property for the purpose of renting , but now I have an apartment complex .",1
937,"OLD LUMBERJACKS never die , they just split .",1
938,Martians welcome . We have space for everyone .,1
939,"It ' s not that the man did not know how to juggle , he just didn ' t have the balls to do it .",1
940,A small boy swallowed some coins and was taken to a hospital . When his grandmother telephoned to ask how he was a nurse said ' No change yet ' .,1
941,"OLD SWIMMERS never die , they just have a stroke .",1
942,The landscaper thought gardening magazines were fun to leaf through .,1
943,There ' s more than one way to skin a cat .,0
944,"She was only a Bricklayer ' s daughter , but she was certainly stacked .",1
945,A boy saving up for a car has a lot of driving ambition .,1
946,Don ' t burn the candle at both ends .,0
947,My name is Dean A college chancellor,1
948,"When I commented on a friend ' s psychedelic door he said , Don ' t Knock It .",1
949,There ' s no such thing as a free lunch .,0
950,""" I ' d like to buy a schwa , Pat . """,0
951,Virginity IS curable if detected early . . .,0
952,Practice what you preach .,0
953,The fish missed the call because he was stuck on the other line .,1
954,"OLD CONTORTIONISTS never die , they just meet their end .",1
955,"No bungee cords , but we encourage leaps of faith .",1
956,"My friend came around for dinner . We ate for 20 minutes , then he fainted again .",1
957,My friend ' s bakery burned down last night . Now his business is toast .,1
958,"I can do an excellent impression of Sinatra , said Tom , being perfectly frank .",1
959,The roulette dealer had a unique personality . He had a different spin on everything .,1
960,He was able to listen to his favorite radio show in the morning because he had an AM radio,1
961,"She was only a Doctor ' s daughter , but she really knew how to operate .",1
962,Failure is the stepping stone for success .,0
963,Musicians need a leader because they don ' t know how to conduct themselves .,1
964,Women who seek to be equal to men lack ambition .,0
965,After the six campers were discovered missing from their tents the state police began to canvas the area .,1
966,"No pain , no gain .",0
967,Jumping to conclusions is bad exercise,1
968,An accountant for a restaurant has to be sure the books are not cooked .,1
969,OLD MUFFLERS never die they just get exhausted .,1
970,"If you?€?re looking for a sign from god , this is it .",1
971,"OLD HIKERS never die , they just trail away .",1
972,People who make necklaces may get beady eyes .,1
973,A skier retired because he was going downhill .,1
974,There is no tree but bears some fruit .,0
975,"Doctor , Doctor I feel like a pair of curtains - Well pull yourself together then . Next .",1
976,"The gravity was so powerful , I couldn ' t stand it .",1
977,My name is Pat . I am a masseur,1
978,"I can ' t remember ever getting nits as a kid , although I do have a lousy memory .",1
979,"Dear Santa , all I want is your list of naughty girls .",0
980,"I knew a woman who owned a taser , man was she stunning !",1
981,People only throw stones at trees with fruit on them .,0
982,The thought of having no alternative to soap never washed with the inventor of shower gel .,1
983,Did you hear about the man who was jabbed in the back with a set of keys ? His back locked up .,1
984,"OLD INTERPRETERS (for the deaf) never die , they just sign off .",1
985,Fear the man of one book .,0
986,The dairy farmer while milking his cow strained his calf in the process .,1
987,He was a janitor in the restaurant . He did things under the table .,1
988,"If you think guests really enjoy your home movies , you are probably projecting .",1
989,Just because pews come in rows doesn?€?t mean we should plant ourselves there,1
990,My father ' s father wanted to know if he could stay with the company in spite of the many changes . They ended up grandfathering him in .,1
991,Getting this job managing a country estate has put me off fried eggs . I ' m a gamekeeper turned poacher .,1
992,"I wanted to have dinner at a native American themed restaurant , but I didn ' t have reservations .",1
993,Why did the termites eat the wooden barrel ? To stave off hunger .,1
994,"She was only a Rancher ' s daughter , but she couldn ' t keep her calves together .",1
995,The intelligent entrepreneur ' s idea for designing catapults meant that his boss was completely thrown .,1
996,Children are uncertain comforts but certain cares .,0
997,"A boy told his parents he wanted to raise goats for a living , but he was only kidding .",1
998,"A guy went to a costume party dressed as a knife , and he really looked sharp .",1
999,There are 2 kinds of people : pessimists and fools . . . .,0
1000,It ain ' t over till the fat lady sings .,0
1001,"OLD SEAMSTRESSES never die , they just come to the point .",1
1002,Tip : Never take a beer to a job interview .,0
1003,Thieves who steal corn from a garden could be charged with stalking .,1
1004,It wasn ' t my fault your wife wandered into my house !,0
1005,"Old school principals never die , they just lose their faculties .",1
1006,A hole has been found in the nudist camp wall . The police are looking into it .,1
1007,The boxer ' s girlfriend was a knockout .,1
1008,A pirate with one hand often picked up the phone . He wanted to get off the hook .,1
1009,After he bought a mirror he became very reflective .,1
1010,Tagline dispenser temporarily out of order .,0
1011,A dentist with a toothache could have a bad impact on his patients .,1
1012,Plumbers often have to tap their natural abilities .,1
1013,"He threw snow in his neighbor ' s driveway and shouted , DO YOU GET MY DRIFT ?",1
1014,"Old colanders never die , they just can ' t take the strain anymore .",1
1015,A prisoner ' s favorite punctuation mark is the period . It marks the end of his sentence .,1
1016,"The fence builders were upset with their working conditions , so the started to picket .",1
1017,"If your waiting for something to turn up , try your sleeves .",1
1018,He stomped on his old watch because he had time to kill .,1
1019,Those who make sponges get very absorbed in their work .,1
1020,As confused as a baby at a topless bar .,0
1021,OLD BOWLERS never die they just end up in the gutter .,1
1022,Hell?€?s the pits,1
1023,"OLD ELECTRICIANS never die , they just can ' t make connections",1
1024,"When the butter melted , it was rendered useless .",1
1025,Q : What do you call six blondes placed ear to ear ? A : A wind tunnel .,0
1026,"The airlines have become so cash - strapped , they charged me for my emotional baggage .",1
1027,The cosmetic student was sick on the day of the final exam . Now she has to take a Make Up exam .,1
1028,An apple a day keeps the doctor away .,0
1029,Q : River Ravi flows in which state ? A : Liquid .,1
1030,"OLD NEWSPAPER PUBLISHERS never die , they just lose their circulation .",1
1031,A leak in the back of a boat is a stern warning .,1
1032,Hell is full . The damned are now in Tech Support .,0
1033,A politician decided to resign on the day of an eclipse because it was a dark day .,1
1034,When the beekeeper moved into town he created quite a buzz .,1
1035,"' ' This movie will be very popular , ' ' Tom projected .",1
1036,OLD POLICEMEN never die they just cop out .,1
1037,"I ' d love to , but I ' m observing National Apathy Week .",0
1038,OLD HUMAN CANNONBALLS never die they just get fired .,1
1039,OLD PHOTOGRAPHERS never die they just stop developing .,1
1040,The best is cheapest .,0
1041,Edison thought it would be an illuminating experience .,1
1042,The best place for a mathematician is behind a counter .,1
1043,I was struggling to figure out how lightning works then it struck me .,1
1044,"The man found something to catch fish , which was a net gain .",1
1045,"Quick at meat , quick at work .",0
1046,"She was only a Librarian ' s daughter , but she was checked out from cover to cover .",1
1047,Basketball players are always bouncing ideas off each other .,1
1048,Some business graphs are full of legend .,1
1049,Tennis players don ' t marry because Love means Nothing to them .,1
1050,"John Hancock didn ' t retire , he just resigned .",1
1051,I ' ve planted part of a riding whip . I ' m hoping for a nice crop .,1
1052,' Coming ready or not ! ?€? ?€¡° Jesus .,1
1053,The seed company turfed out my idea for ready made lawn .,1
1054,I hate it when motorcyclists hog the road .,1
1055,"An old lady once asked the dispatcher of a local trucking company if they could ship an antique mirror to her sister in Toronto . The dispatcher says , ' I don ' t know madam , I ' d have to look into it first ' .",1
1056,"OLD TREE SURGEONS never die , they just pine away .",1
1057,"My mailman should be a comedian , his delivery is perfect !",1
1058,Beggars can ' t be choosers .,0
1059,"If a judge loves the sound of his own voice , expect a long sentence .",1
1060,Two monocles were making love in front of a window and made spectacles of themselves .,1
1061,Whenever I go near my bank I get withdrawal symptoms .,1
1062,For a chronically absent employee : It seemed her career was just taking off .,1
1063,"No Credit , Bad Credit ? No Problem . No Money ? Problem .",0
1064,A rock band set up on the exchange floor . They wanted to play the stock market .,1
1065,Back when the news was written on clay tablets there was a lot of breaking news .,1
1066,When there ' s a sale on tennis balls it ' s first come first serve .,1
1067,My job as head chef at a top rated restaurant is in jeopardy because my latest culinary creation was called a recipe for disaster .,1
1068,"She was always calling for her twins , ' ' on the double . ' '",1
1069,Strike while the iron is hot .,0
1070,"She was only a Flag - waver ' s daughter , but she ' d let her standards down for anyone .",1
1071,"When the thief fell in the wet cement and broke both legs , he became a hardened criminal .",1
1072,I was fired from my job selling amplifiers . I didn ' t achieve the sufficient volume of sales .,1
1073,Did you hear about the compulsive fisherman ? He was really hooked on it .,1
1074,Nothing succeeds like success .,0
1075,"If a job is worth doing , it is worth doing well .",0
1076,Sign at a deer crossing : The Buck Stops Here .,1
